onset	duration	trial_type	onset_response	response_time	news_no	news_real/fake	value
5.097	17.902	fakerating	23.096	3	36	F	3
27.913	17.903	fakerating	45.912	3	33	F	4
51.495	17.91	fakerating	69.495	3	90	F	3
74.244	17.908	fakerating	92.244	3	89	F	4
97.844	17.917	fakerating	115.86	3	63	F	2
120.96	17.894	fakerating	138.959	3	53	F	4
143.642	17.909	fakerating	161.658	3	62	F	3
166.925	17.91	fakerating	184.941	3	77	F	5
189.508	17.897	fakerating	207.507	3	76	F	3
212.507	17.908	fakerating	230.506	3	75	F	3
240.839	17.897	realrating	258.839	3	112	R	3
263.339	17.905	realrating	281.338	3	134	R	2
286.355	17.901	realrating	304.354	3	116	R	4
309.621	17.904	realrating	327.62	3	115	R	4
332.22	17.878	realrating	350.203	3	121	R	3
355.936	17.867	realrating	373.902	3	113	R	4
378.785	17.878	realrating	396.768	3	118	R	2
402.618	17.883	realrating	420.601	3	119	R	3
425.734	17.888	realrating	443.717	3	102	R	2
448.866	17.892	realrating	466.866	3	114	R	4
476.699	17.878	realrating	494.682	3	105	R	4
499.265	17.873	realrating	517.248	3	100	R	3
522.547	17.893	realrating	540.547	3	27	R	4
544.997	17.895	realrating	562.996	3	94	R	2
567.896	17.892	realrating	585.879	3	107	R	3
591.045	17.901	realrating	609.045	3	28	R	2
613.578	17.899	realrating	631.577	3	104	R	3
637.261	17.894	realrating	655.26	3	24	R	1
660.46	17.882	realrating	678.443	3	103	R	2
682.893	17.897	realrating	700.892	3	108	R	4
711.192	17.903	fakerating	729.191	3	74	F	1
734.241	17.894	fakerating	752.224	3	58	F	1
757.307	17.895	fakerating	775.306	3	61	F	1
780.59	17.896	fakerating	798.589	3	72	F	1
803.622	17.897	fakerating	821.622	3	57	F	1
827.338	17.89	fakerating	845.321	3	131	F	1
850.737	17.891	fakerating	868.737	3	85	F	1
874.32	17.911	fakerating	892.319	3	91	F	1
897.603	17.894	fakerating	915.602	3	128	F	1
920.385	17.88	fakerating	938.368	3	127	F	1
26.129	1.687	fixations	n/a	n/a	n/a	n/a	n/a
48.945	2.46	fixations	n/a	n/a	n/a	n/a	n/a
72.528	1.624	fixations	n/a	n/a	n/a	n/a	n/a
95.277	2.484	fixations	n/a	n/a	n/a	n/a	n/a
118.793	2.061	fixations	n/a	n/a	n/a	n/a	n/a
141.992	1.559	fixations	n/a	n/a	n/a	n/a	n/a
164.692	2.143	fixations	n/a	n/a	n/a	n/a	n/a
187.974	1.431	fixations	n/a	n/a	n/a	n/a	n/a
210.54	1.875	fixations	n/a	n/a	n/a	n/a	n/a
233.44	2.296	fixations	n/a	n/a	n/a	n/a	n/a
261.772	1.472	fixations	n/a	n/a	n/a	n/a	n/a
284.371	1.885	fixations	n/a	n/a	n/a	n/a	n/a
307.387	2.138	fixations	n/a	n/a	n/a	n/a	n/a
330.653	1.445	fixations	n/a	n/a	n/a	n/a	n/a
353.236	2.567	fixations	n/a	n/a	n/a	n/a	n/a
376.935	1.728	fixations	n/a	n/a	n/a	n/a	n/a
399.801	2.7	fixations	n/a	n/a	n/a	n/a	n/a
423.534	2.088	fixations	n/a	n/a	n/a	n/a	n/a
446.75	2.008	fixations	n/a	n/a	n/a	n/a	n/a
469.899	1.678	fixations	n/a	n/a	n/a	n/a	n/a
497.715	1.423	fixations	n/a	n/a	n/a	n/a	n/a
520.281	2.159	fixations	n/a	n/a	n/a	n/a	n/a
543.58	1.312	fixations	n/a	n/a	n/a	n/a	n/a
566.03	1.758	fixations	n/a	n/a	n/a	n/a	n/a
588.912	2.034	fixations	n/a	n/a	n/a	n/a	n/a
612.078	1.399	fixations	n/a	n/a	n/a	n/a	n/a
634.611	2.544	fixations	n/a	n/a	n/a	n/a	n/a
658.293	2.049	fixations	n/a	n/a	n/a	n/a	n/a
681.476	1.314	fixations	n/a	n/a	n/a	n/a	n/a
703.925	2.17	fixations	n/a	n/a	n/a	n/a	n/a
732.224	1.911	fixations	n/a	n/a	n/a	n/a	n/a
755.257	1.945	fixations	n/a	n/a	n/a	n/a	n/a
778.34	2.146	fixations	n/a	n/a	n/a	n/a	n/a
801.622	1.897	fixations	n/a	n/a	n/a	n/a	n/a
824.655	2.573	fixations	n/a	n/a	n/a	n/a	n/a
848.354	2.274	fixations	n/a	n/a	n/a	n/a	n/a
871.77	2.461	fixations	n/a	n/a	n/a	n/a	n/a
895.353	2.144	fixations	n/a	n/a	n/a	n/a	n/a
918.635	1.63	fixations	n/a	n/a	n/a	n/a	n/a
941.401	2.505	fixations	n/a	n/a	n/a	n/a	n/a
0.03	4.969	intro&rest	n/a	n/a	n/a	n/a	n/a
235.773	4.963	intro&rest	n/a	n/a	n/a	n/a	n/a
471.616	4.961	intro&rest	n/a	n/a	n/a	n/a	n/a
706.125	4.97	intro&rest	n/a	n/a	n/a	n/a	n/a
943.951	1.955	intro&rest	n/a	n/a	n/a	n/a	n/a
